<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.04.19	09:00:00	179395	180023	179343	179439	392388	1279774	1
2021.04.19	10:00:00	179447	179705	178982	179307	777288	2801066	1
2021.04.19	11:00:00	179307	180229	178790	179580	725175	2990987	1
2021.04.19	12:00:00	179580	180835	179432	180384	549446	2279203	1
2021.04.19	13:00:00	180384	180665	179580	179831	400190	1557122	1
2021.04.19	14:00:00	179823	180296	179786	180023	346559	1313372	1
2021.04.19	15:00:00	180015	180665	179735	179956	418421	1648568	1
2021.04.19	16:00:00	179956	180060	178731	179358	450980	1906163	1
2021.04.19	17:00:00	179358	179395	179041	179166	131580	535987	1
2021.04.20	09:00:00	178509	178952	178354	178716	388355	1255617	1
2021.04.20	10:00:00	178716	179786	178266	178546	928237	3678234	1
2021.04.20	11:00:00	178546	179380	178332	178664	670359	2714869	1
2021.04.20	12:00:00	178672	178878	177786	178435	566842	2343199	1
2021.04.20	13:00:00	178428	178553	177645	177874	353323	1445561	1
2021.04.20	14:00:00	177874	178317	177564	178214	378469	1553864	1
2021.04.20	15:00:00	178214	178435	177660	177778	376243	1532555	1
2021.04.20	16:00:00	177771	178140	177579	178000	308085	1268171	1
2021.04.20	17:00:00	178000	178022	177557	177579	140739	549200	1
2021.04.22	09:00:00	178325	178915	177867	178886	473341	1467502	1
2021.04.22	10:00:00	178893	179336	177513	177586	889717	3284873	1
2021.04.22	11:00:00	177594	179151	177195	178081	776795	3125405	1
2021.04.22	12:00:00	178081	178435	177793	178111	444266	1791550	1
2021.04.22	13:00:00	178111	178686	177956	178162	414769	1611035	1
2021.04.22	14:00:00	178162	178332	176627	177262	729228	2908874	1
2021.04.22	15:00:00	177262	177800	176796	177239	433448	1727440	1
2021.04.22	16:00:00	177239	177328	176612	176804	408124	1682299	1
2021.04.22	17:00:00	176804	177572	176782	177557	160460	581758	1
2021.04.23	09:00:00	178214	178458	177800	178029	498877	1445602	1
2021.04.23	10:00:00	178029	179115	177771	178524	943791	3265720	1
2021.04.23	11:00:00	178524	178782	177778	177933	737595	2749820	1
2021.04.23	12:00:00	177941	178465	177623	177948	491179	1776219	1
2021.04.23	13:00:00	177956	178553	177933	178413	326831	1140663	1
2021.04.23	14:00:00	178406	178649	178125	178162	315362	1117524	1
2021.04.23	15:00:00	178162	178627	177992	178546	306557	1114660	1
2021.04.23	16:00:00	178553	178952	178317	178561	277705	1055065	1
2021.04.23	17:00:00	178561	179033	178465	178982	158096	532815	1
2021.04.26	09:00:00	179336	179535	178923	179351	470014	1389369	1
2021.04.26	10:00:00	179358	179764	178790	179270	901353	3068412	1
2021.04.26	11:00:00	179277	179307	178694	179092	597985	2304897	1
2021.04.26	12:00:00	179100	179299	178258	178531	487177	1812476	1
2021.04.26	13:00:00	178531	178797	178376	178509	280856	1017351	1
2021.04.26	14:00:00	178509	178605	178044	178391	358231	1297756	1
2021.04.26	15:00:00	178391	178598	178192	178531	304785	1134119	1
2021.04.26	16:00:00	178531	178782	177394	178731	428119	1682163	1
