<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.09.22	162041	165100	162041	163400	5758580	19808576	1
2021.09.23	164068	166604	163741	165689	5253213	17790865	1
2021.09.24	164606	165413	163719	165311	5188409	17461946	1
2021.09.27	165790	167295	163283	164802	5344975	20373769	1
2021.09.28	163574	164744	159832	159890	6276947	22428217	1
2021.09.29	160878	163051	160573	161518	6008221	21559767	1
2021.09.30	162259	163516	160529	160864	6262195	22560037	1
2021.10.01	161387	164439	161213	164395	5283108	19512943	1
2021.10.04	163204	163378	159716	160442	5707468	21195990	1
2021.10.05	161416	162499	159948	160297	6060619	21886869	1
2021.10.06	158829	161009	157129	160871	6662177	24490167	1
2021.10.07	162426	162426	160551	161285	5847255	20965640	1
2021.10.08	161816	166379	161670	164221	5292454	20354447	1
2021.10.11	164511	165616	162768	162913	5274503	18952546	1
2021.10.13	162913	165887	162590	164314	4902983	19190416	1
2021.10.14	165679	166017	163459	164759	4726244	17469374	1
2021.10.15	165068	166606	163976	166060	4039493	16365213	1
2021.10.18	165341	166778	163459	165672	4937005	18766110	1
2021.10.19	165097	165111	159335	161160	6454208	23257211	1
2021.10.20	161505	162575	157833	158171	6665669	23667581	1
2021.10.21	156030	158731	153177	156145	7336061	25473282	1
2021.10.22	154981	156439	148960	153759	8234388	26444600	1
2021.10.25	155060	158559	154126	157481	6432959	21379356	1
2021.10.26	157057	157071	153809	154478	6631945	22908215	1
2021.10.27	154334	156885	153594	155117	5856174	20262130	1
2021.10.28	154442	155469	150634	151561	6878855	22504620	1
2021.10.29	152114	153903	149606	150526	7127561	22265565	1
2021.11.01	151359	153659	150986	152322	6041869	19957874	1
2021.11.03	151410	154672	150641	154233	7364009	23446416	1
2021.11.04	154478	154514	148758	149491	6668076	21900062	1
2021.11.05	150310	152875	149448	151259	5785791	18499830	1
2021.11.08	150670	153005	149937	151740	6203154	19899104	1
2021.11.09	152092	154348	151539	152365	6631522	20805223	1
2021.11.10	151949	155297	151259	153673	6657785	21199739	1
2021.11.11	154550	157100	154420	156346	5847501	18603792	1
2021.11.12	155915	156166	152753	153673	6173331	19371992	1
2021.11.16	154061	154664	150325	150885	5986106	20060868	1
2021.11.17	150598	152559	147889	149017	6884508	21798650	1
2021.11.18	149161	149901	147314	148658	6514774	20922972	1
2021.11.19	148047	150159	147508	148873	5791421	18367110	1
2021.11.22	149894	151065	147149	147149	5915803	19749825	1
2021.11.23	147580	150253	146775	150167	7281831	23745698	1
2021.11.24	149448	151661	147731	150741	6341733	20858399	1
2021.11.25	150526	153580	150274	152947	5033077	16528755	1
2021.11.26	148155	149448	146244	147091	5928887	18817023	1
2021.11.29	148895	150188	147839	148471	6318981	22143364	1
2021.11.30	147077	148572	144261	147379	7251107	25347745	1
2021.12.01	148320	150073	144850	144850	7184488	24841580	1
2021.12.02	145971	150533	145863	150526	6571505	22997572	1
2021.12.03	150001	153946	149384	151819	7451620	24316471	1
2021.12.06	152552	154995	152020	154075	6752365	22374514	1
2021.12.07	155965	156612	154197	155196	6242909	20459255	1
2021.12.08	155872	156317	154449	155771	5493094	18670661	1
2021.12.09	154406	154736	152258	152911	5190815	18437385	1
2021.12.10	153544	155850	153544	155211	4566221	16578240	1
2021.12.13	155987	157531	154219	154938	4830215	17977715	1
2021.12.14	154248	157000	152954	153069	6041031	21596713	1
2021.12.15	153409	154463	151675	154364	5747854	19259075	1
2021.12.16	155433	156431	154456	155624	5482260	18670154	1
2021.12.17	154923	154966	152716	153544	5499659	18817623	1
2021.12.20	151711	152022	149567	150791	5588653	18497332	1
2021.12.21	152001	152249	150487	150918	4667303	16589166	1
2021.12.22	150791	151527	149510	151194	4347066	15387560	1
2021.12.23	151541	151775	149446	149446	3485855	13574050	1
2021.12.27	150154	151371	149921	151286	3503806	13215801	1
2021.12.28	151569	151661	149482	149956	3667839	13534152	1
2021.12.29	150154	150642	148463	148590	4135051	13634552	1
2021.12.30	148880	150706	148852	149822	4101090	12849042	1
2022.01.03	150572	151775	147692	148258	4876010	16558852	1
2022.01.04	149220	149708	147239	147798	5299069	17711170	1
2022.01.05	147989	148166	143757	143757	5872625	20679806	1
2022.01.06	144316	146022	143849	145201	6019648	19816776	1
2022.01.07	144897	146786	144147	146347	5308818	18728267	1
2022.01.10	145625	146340	143998	146213	5657825	20817377	1
2022.01.11	146333	148420	145151	148279	4979772	19154744	1
2022.01.12	148314	151060	147713	151060	5064136	19387371	1
2022.01.13	150437	151449	149517	150437	5829582	21190305	1
2022.01.14	150204	152822	149588	152822	5674912	20485106	1
2022.01.17	152362	152638	151024	151428	3843326	14107960	1
2022.01.18	150437	152482	150232	152178	5777585	22539010	1
2022.01.19	152178	154704	152150	154046	5355526	19929823	1
2022.01.20	154824	156402	153975	155461	5000271	18510736	1
2022.01.21	154966	156282	154103	155037	6856994	23576438	1
2022.01.24	154195	154754	151619	154279	8194163	27186985	1
2022.01.25	153515	157570	152312	156813	7029434	24670212	1
2022.01.26	157895	160301	157690	158617	7532199	25278224	1
2022.01.27	158660	160740	158645	159778	7206036	24713337	1
2022.01.28	159410	160598	158348	159127	6812879	22363720	1
2022.01.31	159169	159976	157902	159112	5643509	18306727	1
2022.02.01	159268	161044	159070	160973	5173131	17033707	1
2022.02.02	161334	161525	158171	158546	4814627	16549178	1
2022.02.03	157924	159558	157832	159197	6001672	20192892	1
2022.02.04	158504	159480	156431	158907	5538210	17602809	1
2022.02.07	158999	159410	158016	158957	5634333	18117001	1
2022.02.08	158362	159565	157159	159565	4840208	15908903	1
2022.02.09	159919	160429	158327	159063	5318717	17438058	1
2022.02.10	159211	161313	158851	160620	6164434	19512530	1
2022.02.11	160089	162735	160061	161051	6461530	20210442	1
2022.02.14	159919	161773	159749	161278	6096582	18490020	1
2022.02.15	162042	162941	161306	162941	4405551	13510925	1
2022.02.16	162563	163982	162563	163157	4118034	13658563	1
2022.02.17	162626	163087	160528	160668	4511191	14755035	1
2022.02.18	161304	161948	159494	159633	5174982	16688996	1
2022.02.21	159857	160584	157941	157941	3924414	12266322	1
2022.02.22	158920	160521	158829	160521	5563051	18498273	1
2022.02.23	160389	160962	157907	158025	5172629	17470422	1
2022.02.24	154516	157830	153886	157662	6864202	21701807	1
2022.02.25	157445	160102	156270	159759	5136669	16486518	1
2022.03.02	161158	163143	160983	163052	2508116	8399728	1
2022.03.03	162975	163821	162472	163059	4784862	15576760	1
2022.03.04	161920	162472	160172	161626	5042732	16046084	1
2022.03.07	161004	161689	156354	156354	5180746	17086533	1
2022.03.08	157620	158913	156606	156627	7044978	23234784	1
2022.03.09	158557	160990	157536	160514	5117818	17287476	1
2022.03.10	159619	160319	157697	160249	5472458	17734707	1
2022.03.11	161647	161843	156816	157872	5559408	17524831	1
2022.03.14	157662	158424	154523	154949	5754010	17838410	1
2022.03.15	155047	155138	151817	153383	5515695	18500232	1
2022.03.16	155571	157075	153607	157075	5559978	17934827	1
2022.03.17	156627	159396	156047	159158	5033102	16106524	1
2022.03.18	158165	162339	158095	162032	4032643	13769757	1
2022.03.21	161787	163807	161689	163738	4938908	15850094	1
2022.03.22	163891	165409	163500	165304	3942787	13789322	1
2022.03.23	164653	166311	164451	165311	4232480	14240332	1
2022.03.24	165548	167800	164667	167779	3737317	13108989	1
2022.03.25	167765	168282	166492	167492	4149993	13734144	1
2022.03.28	167800	168128	165793	166961	3902284	13104390	1
2022.03.29	168079	169736	167765	168324	4425842	15226540	1
2022.03.30	167954	169352	167933	169058	4130489	14471738	1
2022.03.31	168925	169660	168093	168478	3771382	13343446	1
2022.04.01	168918	170911	168897	170596	3543284	12754923	1
2022.04.04	170932	171016	169247	169939	3322845	11880114	1
2022.04.05	169820	170519	166122	166716	4599419	15967813	1
2022.04.06	165674	166206	163486	165290	5544941	17486655	1
2022.04.07	165786	167010	164353	166345	4930378	16193864	1
2022.04.08	166807	166807	164325	165465	4073151	14060413	1
2022.04.11	164619	164765	163255	163584	4335109	13711880	1
2022.04.12	164192	165828	162297	162948	4711375	13705994	1
2022.04.13	163305	164184	162583	163532	4189444	13436582	1
2022.04.14	163209	163367	161587	162040	4170971	13038163	1
2022.04.18	161814	162501	160934	161642	4359487	13117156	1
2022.04.19	161374	161436	159580	160735	4003236	13523234	1
2022.04.20	161346	161367	159037	159099	3985467	13198975	1
2022.04.22	157368	157560	154261	155155	4512402	14064818	1
2022.04.25	153018	155114	152317	154481	5275632	16888715	1
2022.04.26	154048	154069	150097	150131	4518914	14773063	1
2022.04.27	151877	153526	151719	152598	5554160	17083235	1
2022.04.28	154076	154303	151629	152427	4786035	15095229	1
2022.04.29	152337	155856	149018	149808	5262374	17738911	1
2022.05.02	149424	150496	146352	148571	5862673	17736369	1
2022.05.03	148365	149149	147493	148187	5605190	16638542	1
2022.05.04	148406	151217	145843	151073	5896387	18381408	1
2022.05.05	149891	150159	144400	146833	6366173	19810732	1
2022.05.06	145891	147788	144400	146139	6787680	18883233	1
2022.05.09	144022	145204	142833	143837	6101716	18120742	1
2022.05.10	144565	144709	142112	143431	6330688	18501826	1
2022.05.11	144689	146262	143040	145142	6530553	19466729	1
2022.05.12	143569	147094	143259	146991	6306130	18460762	1
2022.05.13	148523	149547	147197	148104	4605440	14205571	1
2022.05.16	147850	150908	147850	150221	5207957	15734347	1
2022.05.17	151609	152269	150118	151251	5112463	15685503	1
2022.05.18	150166	150983	146750	147011	5023433	16066159	1
2022.05.19	146482	148805	146372	148242	5642182	17205053	1
2022.05.20	149327	150750	148626	150372	5491129	16371402	1
2022.05.23	151251	153265	150963	153176	4668594	14498524	1
2022.05.24	151458	153286	149980	153059	5738760	17885196	1
2022.05.25	152303	153581	151561	152413	4748851	13938597	1
2022.05.26	153244	155017	152482	154811	3773924	12045858	1
2022.05.27	154344	155416	153877	154577	4009179	12361603	1
2022.05.30	155601	156241	152564	152564	3260464	10255956	1
2022.05.31	152956	154571	152750	153657	5297569	16710064	1
2022.06.01	154172	154536	152791	153773	4880815	15298031	1
2022.06.02	154206	155595	153279	155120	4392298	14091324	1
2022.06.03	154248	154474	152880	153588	4661129	14449880	1
2022.06.06	154708	154942	151533	152131	4251168	13947475	1
2022.06.07	151444	152159	150660	151664	4672190	14861621	1
2022.06.08	151355	151698	148729	149616	4795676	15908196	1
2022.06.09	150049	150420	147279	148029	5589604	17494310	1
2022.06.10	148228	148475	143878	144929	5880931	17349347	1
2022.06.13	142387	142998	139858	141287	6132037	18535975	1
2022.06.14	141562	142112	139212	140284	6083851	18569295	1
2022.06.15	141206	142923	139934	141577	5922166	17702752	1
2022.06.17	138789	139207	135079	136453	6058906	18129940	1
2022.06.20	136614	137739	134891	137012	4748000	13805102	1
2022.06.21	138022	138533	135793	137739	5564249	17508521	1
2022.06.22	135127	137604	134346	135746	5503404	16721660	1
2022.06.23	136655	137369	133578	133578	5770902	17987081	1
2022.06.24	134655	136056	134063	135463	4837680	15306640	1
2022.06.27	136136	138621	135564	138621	4979115	15409637	1
2022.06.28	139247	139900	136635	137496	5631614	17541780	1
2022.06.29	137510	138951	135551	136204	5772818	18561994	1
2022.06.30	134756	135598	133410	133713	6560168	19200777	1
2022.07.01	133625	135638	132716	135611	5769368	17892722	1
2022.07.04	134911	135638	133982	133982	4094686	12425412	1
2022.07.05	133484	134305	131612	133982	6024474	18948794	1
2022.07.06	133490	135248	132804	134595	5901920	18435911	1
2022.07.07	135652	138392	135564	137927	4008725	13491722	1
2022.07.08	137416	138446	136170	136561	5241467	15514990	1
2022.07.11	135369	135625	133235	133558	5060662	16296999	1
2022.07.12	132952	134426	132339	134245	5036672	16312654	1
2022.07.13	134258	134682	132440	132864	5816094	18006112	1
2022.07.14	131740	132124	129855	130414	4740948	15588065	1
2022.07.15	130824	131928	129478	131376	4351552	13768328	1
2022.07.18	132837	133666	131309	131363	4559335	14076657	1
2022.07.19	132205	134036	131834	133800	4510928	14664978	1
2022.07.20	133174	133639	132070	132999	4620730	14483678	1
2022.07.21	132790	134507	131686	134440	4532311	14688329	1
2022.07.22	134723	135308	133369	134595	4201501	13754854	1
2022.07.25	135214	136359	135059	136110	4002629	12802884	1
2022.07.26	135941	136594	134675	135329	3973047	13667366	1
2022.07.27	136035	138089	135483	138089	4022231	12703946	1
2022.07.28	137678	139503	136864	139368	4113246	13404154	1
2022.07.29	139759	140923	138917	139449	4338273	13699146	1
2022.08.01	139806	139907	137698	138459	4583551	14501812	1
2022.08.02	137685	140365	137476	140365	5534117	17470396	1
2022.08.03	140311	140695	138998	140614	4414027	13783845	1
2022.08.04	140398	144377	140270	143953	4329587	14524226	1
2022.08.05	143724	144923	142560	143691	4781066	14885059	1
2022.08.08	144418	147165	144290	147165	4774817	14796303	1
2022.08.09	146909	147569	145589	146889	5078450	15839325	1
2022.08.10	146774	149312	146673	148828	4901871	14493354	1
2022.08.11	149198	150497	147737	148525	5239445	15961884	1
2022.08.12	148505	152039	148498	151770	4539140	13693029	1
2022.08.15	150141	152605	149218	152450	4349286	13995989	1
2022.08.16	152228	153359	151743	153217	5082275	15685098	1
2022.08.17	151955	153680	151089	152675	4417923	13991783	1
2022.08.18	153065	153938	152418	153482	4359525	13972859	1
2022.08.19	152001	152385	149159	149185	4402271	14275831	1
2022.08.22	148260	149119	147685	148577	4853152	15020816	1
2022.08.23	149463	151948	148670	151796	4012301	12990237	1
2022.08.24	151730	152913	151069	151743	4619138	15118660	1
2022.08.25	152715	153099	151307	152239	4418144	13839469	1
2022.08.26	151836	153151	150144	150897	4988427	15980989	1
2022.08.29	149939	151922	149556	150997	4219390	13433639	1
2022.08.30	151228	151420	147612	147645	5072881	16682466	1
2022.08.31	147883	149298	146766	147665	5961739	17837715	1
2022.09.01	147070	148227	144915	147910	5920249	18388161	1
2022.09.02	147652	150448	147315	148524	5609090	16767879	1
2022.09.05	148346	150772	148293	150150	3775485	11032336	1
2022.09.06	149846	149879	146185	146218	5824598	18117889	1
2022.09.08	147725	148134	145114	146753	6880681	20448069	1
2022.09.09	148194	150408	148042	150111	4555120	13386006	1
2022.09.12	151010	152550	150540	151499	4477910	13615341	1
2022.09.13	152226	152510	147454	147758	5758573	17477204	1
2022.09.14	147559	148789	146839	147877	5818284	17668725	1
2022.09.15	147348	148260	145986	146224	5694057	17607507	1
2022.09.16	145563	146026	144651	145947	5499234	16942226	1
2022.09.19	144314	150045	144069	149992	5222161	17020201	1
2022.09.20	149252	150269	148280	149926	5657891	16962461	1
2022.09.21	150177	150944	148108	148855	6354351	18649430	1
2022.09.22	150018	152305	148743	151591	5869271	17777379	1
2022.09.23	149648	149873	147163	148379	5975096	18074776	1
2022.09.26	147434	147817	144195	144268	6654778	20210246	1
2022.09.27	145881	147513	143607	144274	6476331	19519422	1
2022.09.28	142952	144750	142814	143660	6017865	18278393	1
2022.09.29	143197	143627	140831	142926	5791308	17329191	1
2022.09.30	143435	146687	142113	146608	5538268	17823347	1
2022.10.03	151175	154844	150184	154632	5556097	16697680	1
2022.10.04	156073	157104	153482	154553	5949687	18258776	1
2022.10.05	153455	155908	153184	155729	5447227	16306161	1
2022.10.06	155081	156919	154896	155068	4971550	16111585	1
2022.10.07	155399	156245	153416	155002	5064589	15814014	1
2022.10.10	154619	155200	152523	153482	4786071	14996547	1
2022.10.11	152570	153363	151122	151565	5352160	17214709	1
2022.10.13	152734	153423	149174	150759	4822329	16040772	1
2022.10.14	151403	151929	147700	147901	5736485	18507262	1
2022.10.17	149421	151390	148674	150604	4411290	14634374	1
2022.10.18	151948	153657	150987	153514	5097636	17472209	1
2022.10.19	152669	154053	152202	153650	4997962	17294033	1
2022.10.20	154437	155502	153923	154553	4747125	16408458	1
2022.10.21	153819	159588	153683	158997	5298892	18242966	1
2022.10.24	158289	158302	152884	153384	5532580	18379891	1
2022.10.25	153345	154196	150772	150915	4840419	15505516	1
2022.10.26	151234	151799	148375	149746	5427638	16708509	1
2022.10.27	149291	153598	148512	150220	6558534	19940742	1
2022.10.28	148726	152150	148661	152078	5563981	17010122	1
2022.10.31	146823	153904	146173	152591	6733693	20372783	1
2022.11.01	153456	155814	152000	152552	6858584	18258371	1
2022.11.03	150545	154579	150058	153923	5103032	14582363	1
2022.11.04	156067	158003	154488	154969	6196651	17607021	1
2022.11.07	155976	156282	151201	151604	5659514	16208446	1
2022.11.08	151682	154086	149707	153131	6100667	18152547	1
2022.11.09	151890	152572	148453	149233	5705993	16602484	1
2022.11.10	148323	148323	142314	144302	6883614	17505701	1
2022.11.11	145504	148466	143152	147648	6518064	17250362	1
2022.11.14	147024	150019	146511	148408	6077367	16628301	1
2022.11.16	147674	148538	143366	143574	6539019	18565838	1
2022.11.17	141827	143717	140462	142860	6738960	18329180	1
2022.11.18	144757	146153	141976	142392	6092593	16880459	1
2022.11.21	142379	144367	141255	144068	6021950	17089122	1
2022.11.22	143574	144776	141054	142366	6253343	17709660	1
2022.11.23	142879	143152	141028	141781	5885871	17890879	1
2022.11.24	143418	147375	142996	146771	4639925	13410075	1
2022.11.25	145887	146868	141768	142041	5029593	15003982	1
2022.11.28	141041	143022	140216	142106	4763686	14206681	1
2022.11.29	143119	146608	142606	145029	5101411	15625517	1
2022.11.30	145523	146887	143704	146887	6308049	18108492	1
2022.12.01	146173	146420	144100	144971	5349571	15646598	1
2022.12.02	144874	148382	143217	145829	5257654	15637604	1
2022.12.05	146582	146615	142249	142249	5074288	15074064	1
2022.12.06	142626	144126	142151	143789	5676920	17026052	1
2022.12.07	142626	143496	141313	142457	5847850	17863163	1
2022.12.08	142197	142593	139001	139248	5468530	16930031	1
2022.12.09	140170	141248	139202	140040	4313044	12570881	1
2022.12.12	140190	140190	134823	136123	5426209	17063860	1
2022.12.13	136402	139027	133953	134628	6287628	17695438	1
2022.12.14	133618	135378	131705	134279	6490437	18204807	1
2022.12.15	133478	136783	133059	134520	5572051	16421200	1
2022.12.16	133593	134724	132309	133072	5165173	14950873	1
2022.12.19	133440	136039	132417	135709	5293927	15461578	1
2022.12.20	135607	139521	134914	138943	5928190	18182550	1
2022.12.21	139426	139553	136948	138968	5846803	16868351	1
2022.12.22	138524	140074	137494	139019	5633980	15865199	1
2022.12.23	139235	142114	138886	141612	4790019	13358229	1
2022.12.26	141370	142050	139718	140455	3638709	8992271	1
2022.12.27	141288	141536	138454	139909	4635681	13887025	1
2022.12.28	140277	142705	140049	142635	4923860	14242720	1
2022.12.29	142438	143416	140913	141110	4885512	13112319	1
2023.01.02	140303	140538	136319	136490	3693779	9744726	1
2023.01.03	137189	137310	133402	133440	6065199	17976363	1
2023.01.04	134139	136071	133631	135817	6099626	17838858	1
2023.01.05	136338	138867	135537	138778	4833778	15118245	1
2023.01.06	138587	140830	138327	140557	4798711	14441947	1
2023.01.09	138949	141440	138269	140061	5347317	15790674	1
2023.01.10	139477	142965	139000	142196	5189462	16098897	1
2023.01.11	142273	145119	142025	144865	5119860	15909061	1
2023.01.12	143861	144967	141949	143594	6171835	17492311	1
2023.01.13	143137	143474	141580	142324	4693641	14183405	1
2023.01.16	141192	141879	139420	139737	4209913	12232273	1
2023.01.17	139794	143175	139718	142997	4496045	13882976	1
2023.01.18	143505	145310	143385	143607	5568288	16813902	1
2023.01.19	142018	145094	141707	144262	5188598	15160695	1
2023.01.20	144725	144891	143029	143683	4673266	14209677	1
2023.01.23	143861	144725	142686	142794	5297973	15640149	1
2023.01.24	142419	144878	142171	144751	4657975	14663336	1
2023.01.25	144211	146524	143080	146524	5013284	15036050	1
2023.01.26	146206	146892	145221	145685	4848234	14746993	1
2023.01.27	145933	146238	143131	143429	4329589	13109051	1
2023.01.30	143111	144401	142813	143690	4761688	14189405	1
2023.01.31	143169	145215	142959	144853	4225828	12469633	1
2023.02.01	144700	145018	141262	143264	5702722	17043342	1
2023.02.02	142463	144173	139922	140258	5657732	16979105	1
2023.02.03	139604	141021	137844	138308	5546223	16215167	1
2023.02.06	137698	138854	136872	138524	5640774	16946275	1
2023.02.07	138975	139407	136535	137380	6275768	17886094	1
2023.02.08	137888	140411	137825	140354	5662911	17195149	1
2023.02.09	140868	140900	137151	137374	5544106	16758313	1
2023.02.10	136808	138269	136134	137323	4746396	14796647	1
2023.02.13	137475	138968	136579	138714	4398434	13851609	1
2023.02.14	138968	139470	136681	136960	5436867	17047085	1
2023.02.15	137392	140270	136397	139476	4310567	14381335	1
2023.02.16	139569	140464	137736	140377	5191056	17201412	1
2023.02.17	139200	139688	138487	138512	4494864	14225643	1
2023.02.22	137499	137536	135484	135759	2595346	8540645	1
2023.02.23	136529	138099	135403	136610	4481678	15333457	1
2023.02.24	135891	136516	133645	134502	4019311	13928486	1
2023.02.27	135084	135196	133463	133795	4982847	15920129	1
2023.02.28	134014	135471	132287	132318	5314185	16660414	1
2023.03.01	133088	133507	130604	132387	5480447	17892234	1
2023.03.02	132775	132963	130673	130760	5245902	17072464	1
2023.03.03	131161	132356	130829	131311	4413802	15105975	1
2023.03.06	131136	133200	130523	132612	4567796	15432070	1
2023.03.07	132706	133075	130904	132130	4892674	15858663	1
2023.03.08	132312	135140	131918	135140	4461355	15261906	1
2023.03.09	134702	135102	132450	132518	5200056	17764412	1
2023.03.10	132669	132825	130329	131073	5785627	18512735	1
2023.03.13	130823	131292	129052	130422	6542440	20134542	1
2023.03.14	130948	131567	129365	130060	5371469	17180957	1
2023.03.15	128508	130053	126988	129697	6038551	18632052	1
2023.03.16	129622	131104	129159	130610	4939052	15435230	1
2023.03.17	130479	130554	128051	128420	3773339	12877842	1
2023.03.20	128583	128983	126775	127182	4227614	14293302	1
2023.03.21	128170	128258	127050	127432	3658877	12275153	1
2023.03.22	127319	128445	125974	125974	4616795	15030610	1
2023.03.23	126074	127357	121926	122070	5052370	16692623	1
2023.03.24	121814	124967	121688	124554	4554369	15650145	1
2023.03.27	125073	125786	124535	125630	3965708	12768793	1
2023.03.28	125255	127713	124842	127507	3618676	12568928	1
2023.03.29	127945	128477	125830	128114	4571873	15447270	1
2023.03.30	129734	130804	128921	130698	4474999	14229652	1
2023.03.31	130135	130979	127219	127501	4701663	15450971	1
2023.04.03	127932	128258	126206	127357	4187748	14284286	1
2023.04.04	127864	129284	127357	128014	4264795	14901985	1
2023.04.05	127826	128076	125198	126231	4798220	16719091	1
2023.04.06	126381	127282	125761	126794	3924166	13045537	1
2023.04.10	126543	128070	126187	127776	3629218	12514558	1
2023.04.11	128258	133776	128183	133476	5000842	16568733	1
2023.04.12	133236	135661	132843	133721	4935319	15630331	1
2023.04.13	133844	134335	132880	133046	4349592	13913833	1
2023.04.14	132923	133764	131100	133598	4579704	14758874	1
2023.04.17	133697	133721	132057	132530	4047927	13810002	1
2023.04.18	133132	134304	131296	132370	4332404	15351955	1
2023.04.19	131302	131572	129319	129976	4294149	14322098	1
2023.04.20	129546	130676	128607	130332	4209709	14189001	1
2023.04.24	129730	130879	128754	129896	3874315	13057161	1
2023.04.25	129393	129559	127919	129559	4201727	13933826	1
2023.04.26	129135	129994	127397	127975	3784543	13017439	1
2023.04.27	128263	128564	126998	128263	4052723	13468748	1
2023.04.28	127950	130123	127551	129239	4042407	13801594	1
2023.05.02	129147	129638	126354	126354	4030371	13743189	1
2023.05.03	126710	127416	126139	126599	4681151	15510378	1
2023.05.04	126661	128687	125641	128140	4892992	16924831	1
2023.05.05	127827	131321	127404	130872	4524454	15330440	1
2023.05.08	131511	132659	130829	131413	4406173	15217819	1
2023.05.09	131143	133912	130860	133476	4086456	14687061	1
2023.05.10	132923	133844	132113	133703	4200631	14443038	1
2023.05.11	133003	134986	131959	134212	4251375	15446774	1
2023.05.12	134212	134949	133150	134642	3863370	13534981	1
2023.05.15	135195	135532	134268	135225	3769771	12777001	1
2023.05.16	134888	136607	133562	133905	4311556	16042390	1
2023.05.17	134335	136073	134028	135925	4407238	15416756	1
2023.05.18	135624	136631	134519	136472	4193331	15174470	1
2023.05.19	136398	137681	135790	136852	4042417	14900013	1
2023.05.22	136607	138203	136097	136613	4261090	14547005	1
2023.05.23	136140	137712	135600	136417	4536631	16519457	1
2023.05.24	135888	136392	134040	134986	4097909	14801225	1
2023.05.25	135434	137380	135318	135876	4753324	16370477	1
2023.05.26	136668	138025	135551	136938	4553316	16279227	1
2023.05.29	137282	137436	135870	136134	3360166	10825378	1
2023.05.30	136515	137503	133912	134237	4480114	15427355	1
2023.05.31	133758	134661	133445	133605	4376808	15347464	1
2023.06.01	134507	137012	133494	137006	4488606	15686602	1
2023.06.02	137380	139339	137288	139001	3986416	13826100	1
2023.06.05	138694	139370	137534	138793	3616308	12665261	1
2023.06.06	138529	141580	138510	141580	4366288	15390964	1
2023.06.07	141948	142771	141052	142544	4334426	15008118	1
