<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.07.02	185187	188310	184864	188295	4022540	17271363	1
2021.07.05	187679	188024	186235	187239	3607328	14128714	1
2021.07.06	186983	187130	183721	183808	4660318	19925231	1
2021.07.07	184718	187305	184263	186792	4383205	19486281	1
2021.07.08	184278	185392	182877	184307	5006730	20676648	1
2021.07.12	185553	188412	184981	188412	3755903	17303921	1
2021.07.13	187936	189131	185949	188882	4577562	20670687	1
2021.07.14	189043	190817	188456	189146	4814009	21675259	1
2021.07.15	188515	189857	186660	187745	4767900	21129032	1
2021.07.16	187892	188456	185011	185414	4298524	18378380	1
2021.07.19	182914	183559	181316	183369	5378684	22219955	1
2021.07.20	184278	184835	181675	184131	5038200	21960209	1
2021.07.21	184380	185495	184058	185370	4339952	18448486	1
2021.07.22	185407	185949	184292	185590	3851995	17262828	1
2021.07.23	186066	186132	182819	183259	3564233	16028366	1
2021.07.26	183442	185597	183303	185062	3244259	15307632	1
2021.07.27	184549	184681	181734	182936	3976271	18246810	1
2021.07.28	183662	186301	183633	185194	4249564	19305780	1
2021.07.29	185355	186426	183486	183999	4139979	19291308	1
2021.07.30	183046	183640	178589	179380	4405471	20658210	1
2021.08.02	181367	182995	178860	180612	4704272	21173113	1
2021.08.03	180671	181844	177350	180685	5831482	22016279	1
2021.08.04	180685	181550	177614	178911	5874961	21535442	1
2021.08.05	180715	181521	177174	177562	5421221	20283425	1
2021.08.06	178178	181037	177562	180451	4630735	17005303	1
2021.08.09	179615	181506	179116	180370	4634214	18340996	1
2021.08.10	180766	181316	179102	179542	4872326	19298498	1
2021.08.11	179945	180202	177203	179073	5123495	20083892	1
2021.08.12	179454	179549	176492	176976	4812509	19088606	1
2021.08.13	177254	177907	175861	177702	5172695	19329100	1
2021.08.16	176756	177064	174043	175407	4898102	20537955	1
2021.08.17	174945	174982	170407	171771	6334671	26212646	1
2021.08.18	172781	173936	169264	169976	5836755	23094955	1
2021.08.19	167418	172090	166873	171545	6279816	24927564	1
2021.08.20	170441	173173	169198	172846	5178160	19632485	1
2021.08.23	173376	173805	171117	171574	5234321	20190189	1
2021.08.24	172810	176247	172766	176247	4424832	18753377	1
2021.08.25	176058	176704	174169	176414	4626070	18972946	1
2021.08.26	175920	176661	172984	173776	5069612	20805109	1
2021.08.27	174372	176428	173900	175629	3974375	16202875	1
2021.08.30	176021	176138	174248	175309	4091870	17298271	1
2021.08.31	174670	175549	172090	173231	5471402	21567043	1
2021.09.01	173522	175288	172396	173202	5144525	20338473	1
2021.09.02	173805	174009	169918	170266	5751495	22396327	1
2021.09.03	171000	171996	168704	169823	5236082	19873990	1
2021.09.06	170325	172337	169351	172025	3748279	14006225	1
2021.09.08	170252	171458	165049	165427	5985660	23855417	1
2021.09.09	166502	170390	163952	170150	7296918	25608553	1
2021.09.10	170397	171771	166255	166662	6454987	20727954	1
2021.09.13	167999	170884	167876	169569	6364696	20527849	1
2021.09.14	169017	171102	168552	169889	5917445	19757567	1
2021.09.15	169525	170005	167280	167999	5292597	17525589	1
2021.09.16	166902	167316	165245	166270	5527127	18006376	1
2021.09.17	165354	165885	161612	161612	5353155	18788141	1
2021.09.20	158706	160101	156664	159440	6609975	22258913	1
2021.09.21	160733	161590	158662	160210	6811765	22975214	1
