<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.07.10	09:00:00	360980.55	361661.26	353991.93	355285.28	39553	47912	1
2024.07.10	12:00:00	355330.66	357781.22	354060.00	355829.85	26160	33366	1
2024.07.10	15:00:00	355852.54	356669.39	353447.36	354718.02	17881	23151	1
2024.07.10	18:00:00	354718.02	355103.76	352925.49	353606.20	982	1116	1
2024.07.11	09:00:00	362273.90	366131.26	356124.82	357327.41	41520	49018	1
2024.07.11	12:00:00	357350.10	359982.18	354286.91	358666.14	28045	33751	1
2024.07.11	15:00:00	358666.14	359846.04	354899.54	356102.13	20712	25714	1
2024.07.11	18:00:00	355875.23	357123.20	355671.02	355784.47	731	838	1
2024.07.12	09:00:00	354286.91	361207.46	353084.32	360095.63	35756	41882	1
2024.07.12	12:00:00	360095.63	362931.92	359573.75	360027.56	22567	27344	1
2024.07.12	15:00:00	360050.25	362591.57	354241.52	356170.20	29447	37679	1
2024.07.12	18:00:00	356283.66	357599.69	356192.89	357463.55	1098	1367	1
2024.07.15	09:00:00	379359.73	392678.95	379359.73	392565.50	28879	34955	1
2024.07.15	12:00:00	392610.88	396014.43	389683.83	392202.46	31163	40350	1
2024.07.15	15:00:00	392293.22	395855.60	391794.03	394675.70	25614	33072	1
2024.07.15	18:00:00	394675.70	396967.43	394539.56	396604.38	1130	1388	1
2024.07.16	09:00:00	395379.10	397398.54	389502.31	393904.23	39279	46836	1
2024.07.16	12:00:00	393881.54	404750.21	393541.19	399781.03	43123	56506	1
2024.07.16	15:00:00	399758.34	403479.55	398737.27	400665.95	28592	37986	1
2024.07.16	18:00:00	400529.81	401119.76	398986.87	398986.87	1251	1470	1
2024.07.17	09:00:00	400007.93	406157.01	399690.27	404682.14	37864	45145	1
2024.07.17	12:00:00	404682.14	407404.98	399009.56	400960.93	33769	42663	1
2024.07.17	15:00:00	400892.86	404455.24	400620.57	402503.87	18639	23761	1
2024.07.17	18:00:00	402413.11	403003.06	401482.80	402957.68	1225	1479	1
2024.07.18	09:00:00	404455.24	411103.51	402390.42	403978.74	39407	47086	1
2024.07.18	12:00:00	403933.36	405362.85	399486.05	402685.39	29497	37656	1
2024.07.18	15:00:00	402685.39	405317.47	401460.11	402957.68	24929	32739	1
2024.07.18	18:00:00	402957.68	403865.29	402390.42	403502.24	574	705	1
2024.07.19	09:00:00	400484.43	416322.28	400484.43	415618.88	18065	22487	1
2024.07.19	12:00:00	415664.26	424672.33	413327.16	424195.83	24931	31554	1
2024.07.19	15:00:00	424105.07	430662.58	422766.34	427009.43	24851	32205	1
2024.07.19	18:00:00	426895.98	431865.16	426623.70	429278.47	1683	2034	1
2024.07.22	09:00:00	430549.12	430912.17	420565.38	421223.40	38047	43948	1
2024.07.22	12:00:00	421155.33	426396.79	420520.00	426260.65	28724	35222	1
2024.07.22	15:00:00	426260.65	432455.11	425761.46	431660.95	32258	40366	1
2024.07.22	18:00:00	431683.64	432228.21	428847.35	429528.06	1578	1885	1
2024.07.23	09:00:00	423015.93	426124.51	418931.67	425443.80	47629	56512	1
2024.07.23	12:00:00	425443.80	425670.70	416730.71	419317.41	41294	50325	1
2024.07.23	15:00:00	419272.03	420134.26	415255.84	418160.20	27544	34549	1
2024.07.23	18:00:00	418114.82	418954.36	417071.07	417955.99	1312	1659	1
2024.07.24	09:00:00	422834.41	429165.01	422131.01	426124.51	41067	49212	1
2024.07.24	12:00:00	426079.13	426646.39	421881.42	426419.48	31885	40530	1
2024.07.24	15:00:00	426374.10	427304.41	421132.64	423900.86	27099	34948	1
2024.07.24	18:00:00	424037.00	424195.83	421359.54	421904.11	1564	1898	1
2024.07.25	09:00:00	413554.06	415709.64	407609.20	415437.36	36905	45897	1
2024.07.25	12:00:00	415460.05	416367.66	412306.09	416095.38	24107	30584	1
2024.07.25	15:00:00	416163.45	417366.04	412555.69	417002.99	23486	29696	1
2024.07.25	18:00:00	417207.21	419476.24	416458.43	418999.74	1170	1418	1
2024.07.26	09:00:00	431107.34	440278.40	428758.11	436528.66	25674	31025	1
2024.07.26	12:00:00	436528.66	439194.13	435692.87	437725.86	14131	17373	1
2024.07.26	15:00:00	437590.33	441972.56	437070.79	437725.86	15782	19291	1
2024.07.26	18:00:00	437545.15	441430.43	437522.56	441023.83	761	908	1
2024.07.29	09:00:00	450985.49	453221.78	440933.47	441927.38	36743	45594	1
2024.07.29	12:00:00	441904.79	442446.92	428780.70	431355.82	36180	50047	1
2024.07.29	15:00:00	431378.41	434631.20	430926.63	432869.27	21931	29802	1
2024.07.29	18:00:00	432733.74	432846.68	430181.20	432169.02	1581	1850	1
2024.07.30	09:00:00	427673.84	432214.19	422839.84	423901.51	34604	43099	1
2024.07.30	12:00:00	423991.87	429571.30	422229.94	423223.85	29888	39419	1
2024.07.30	15:00:00	423223.85	425347.20	418977.15	424646.94	27962	37359	1
2024.07.30	18:00:00	424646.94	424850.24	422433.24	423246.44	1268	1452	1
2024.07.31	09:00:00	423133.49	430994.40	422975.37	428758.11	32444	39260	1
2024.07.31	12:00:00	428848.46	431581.71	427380.19	430632.98	24483	30467	1
2024.07.31	15:00:00	430813.69	431107.34	416063.20	416424.62	32769	41912	1
2024.07.31	18:00:00	416537.56	421281.21	416108.38	418796.44	1317	1531	1
2024.08.01	09:00:00	417802.54	420400.25	412629.70	413104.06	32506	40273	1
2024.08.01	12:00:00	413126.65	413375.13	405830.47	412132.75	35827	46719	1
2024.08.01	15:00:00	412132.75	424262.93	409580.21	424172.58	25497	32938	1
2024.08.01	18:00:00	424104.81	425595.67	422862.43	424059.63	1931	2430	1
2024.08.02	09:00:00	424556.59	428374.10	412516.76	413171.83	44196	55288	1
2024.08.02	12:00:00	413171.83	415521.07	408405.59	410370.82	31349	40285	1
2024.08.02	15:00:00	410325.64	411048.48	404610.67	407840.87	24042	31567	1
2024.08.02	18:00:00	407908.64	409173.61	402284.03	402284.03	1346	1670	1
2024.08.05	09:00:00	347302.88	358936.11	326408.23	355434.85	48180	68820	1
2024.08.05	12:00:00	355525.20	362731.03	351978.76	356632.05	33085	47227	1
2024.08.05	15:00:00	356677.23	357580.78	342694.76	354056.93	40592	56936	1
2024.08.05	18:00:00	354079.52	359726.72	353356.68	356157.69	1507	1885	1
2024.08.06	09:00:00	359523.42	364583.31	350487.90	362008.19	47458	60858	1
2024.08.06	12:00:00	361917.83	366548.54	358665.04	363295.75	32193	43689	1
2024.08.06	15:00:00	363318.34	367068.08	362324.43	364402.60	26572	35930	1
2024.08.06	18:00:00	364380.01	364876.97	361443.47	361872.65	1356	1842	1
2024.08.07	09:00:00	366028.99	367836.10	356089.92	358122.91	45801	58701	1
2024.08.07	12:00:00	358235.86	359817.07	353763.27	354824.95	32092	43954	1
2024.08.07	15:00:00	354847.54	355570.38	349561.76	352995.25	28725	38600	1
2024.08.07	18:00:00	352995.25	353672.92	350984.85	351707.69	1028	1252	1
2024.08.08	09:00:00	366277.47	376758.68	363205.39	376103.60	45500	57769	1
2024.08.08	12:00:00	376013.25	381615.27	374793.45	378226.95	35380	48241	1
2024.08.08	15:00:00	378249.54	379627.46	375493.70	375990.66	21430	30290	1
2024.08.08	18:00:00	375990.66	377391.16	375064.52	375742.18	1091	1327	1
2024.08.09	09:00:00	381073.14	383196.49	372082.79	376984.57	49488	63455	1
