<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.04.19	09:00:00	179395	180023	179343	179661	129913	389048	1
2021.04.19	09:15:00	179661	179742	179528	179646	93994	305196	1
2021.04.19	09:30:00	179646	179653	179366	179469	116361	398467	1
2021.04.19	09:45:00	179469	179558	179425	179439	52120	187063	1
2021.04.19	10:00:00	179447	179469	179107	179203	173689	615887	1
2021.04.19	10:15:00	179203	179454	179048	179070	171217	596347	1
2021.04.19	10:30:00	179078	179705	178982	179410	253986	935839	1
2021.04.19	10:45:00	179410	179594	179144	179307	178396	652993	1
2021.04.19	11:00:00	179307	179380	178790	179115	211913	823350	1
2021.04.19	11:15:00	179122	179831	178937	179816	204481	837169	1
2021.04.19	11:30:00	179809	180229	179772	179794	182735	768312	1
2021.04.19	11:45:00	179794	179971	179572	179580	126046	562156	1
2021.04.19	12:00:00	179580	180274	179432	180067	195024	826972	1
2021.04.19	12:15:00	180074	180768	179897	180717	158785	673993	1
2021.04.19	12:30:00	180717	180835	180296	180318	114487	447088	1
2021.04.19	12:45:00	180311	180480	180229	180384	81150	331150	1
2021.04.19	13:00:00	180384	180569	180192	180311	99004	380048	1
2021.04.19	13:15:00	180311	180665	180192	180259	80841	300927	1
2021.04.19	13:30:00	180251	180266	179720	179727	121237	481566	1
2021.04.19	13:45:00	179727	179897	179580	179831	99108	394581	1
2021.04.19	14:00:00	179823	180067	179786	179868	91362	367256	1
2021.04.19	14:15:00	179860	180096	179809	180045	71005	263735	1
2021.04.19	14:30:00	180045	180296	179934	180067	110512	397697	1
2021.04.19	14:45:00	180074	180141	179868	180023	73680	284684	1
2021.04.19	15:00:00	180015	180170	179875	180148	83474	314435	1
2021.04.19	15:15:00	180148	180665	180052	180311	130756	488954	1
2021.04.19	15:30:00	180303	180318	179735	179897	127750	527457	1
2021.04.19	15:45:00	179904	180037	179786	179956	76441	317722	1
2021.04.19	16:00:00	179956	180060	179727	179831	88250	348215	1
2021.04.19	16:15:00	179823	179860	178731	178856	182561	778777	1
2021.04.19	16:30:00	178849	179410	178760	179351	107592	461493	1
2021.04.19	16:45:00	179351	179454	179284	179358	72577	317678	1
2021.04.19	17:00:00	179358	179395	179048	179144	50573	208297	1
2021.04.19	17:15:00	179151	179262	179092	179129	32165	128304	1
2021.04.19	17:30:00	179129	179284	179041	179255	32826	131344	1
2021.04.19	17:45:00	179262	179321	179144	179166	16016	68042	1
2021.04.20	09:00:00	178509	178812	178354	178649	117182	348231	1
2021.04.20	09:15:00	178649	178952	178605	178635	124030	388034	1
2021.04.20	09:30:00	178635	178731	178576	178679	69784	241015	1
2021.04.20	09:45:00	178686	178753	178539	178716	77359	278337	1
2021.04.20	10:00:00	178716	179425	178583	179402	249115	926036	1
2021.04.20	10:15:00	179402	179786	179336	179410	199366	778087	1
2021.04.20	10:30:00	179410	179565	179019	179063	202380	812137	1
2021.04.20	10:45:00	179063	179070	178266	178546	277376	1161974	1
2021.04.20	11:00:00	178546	179277	178435	179233	175953	722053	1
2021.04.20	11:15:00	179240	179380	179033	179159	167940	656524	1
2021.04.20	11:30:00	179166	179181	178472	178531	165575	674363	1
2021.04.20	11:45:00	178531	178797	178332	178664	160891	661929	1
2021.04.20	12:00:00	178672	178878	178428	178797	127417	504387	1
2021.04.20	12:15:00	178797	178827	177933	178118	179176	756060	1
2021.04.20	12:30:00	178118	178251	177786	178207	152030	628170	1
2021.04.20	12:45:00	178207	178458	177992	178435	108219	454582	1
2021.04.20	13:00:00	178428	178553	178118	178199	104373	423942	1
2021.04.20	13:15:00	178199	178302	177926	178044	89417	360956	1
2021.04.20	13:30:00	178044	178177	177933	177963	69292	281126	1
2021.04.20	13:45:00	177970	178081	177645	177874	90241	379537	1
2021.04.20	14:00:00	177874	177882	177564	177800	92481	376136	1
2021.04.20	14:15:00	177800	177970	177572	177793	96974	396024	1
2021.04.20	14:30:00	177793	178111	177727	178022	89110	367266	1
2021.04.20	14:45:00	178015	178317	177860	178214	99904	414438	1
2021.04.20	15:00:00	178214	178435	177882	177919	109389	453365	1
