<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.04.19	09:00:00	179395	179868	179343	179853	36954	99973	1
2021.04.19	09:04:00	179853	180023	179705	179941	41227	121261	1
2021.04.19	09:08:00	179941	179956	179624	179742	36433	116885	1
2021.04.19	09:12:00	179749	179764	179565	179624	26969	87837	1
2021.04.19	09:16:00	179624	179690	179528	179572	23591	77333	1
2021.04.19	09:20:00	179565	179653	179535	179624	21113	67581	1
2021.04.19	09:24:00	179617	179742	179609	179661	31792	102496	1
2021.04.19	09:28:00	179661	179698	179402	179491	42189	136928	1
2021.04.19	09:32:00	179491	179513	179425	179469	19073	63536	1
2021.04.19	09:36:00	179469	179484	179366	179388	24391	84785	1
2021.04.19	09:40:00	179388	179580	179380	179498	31646	116157	1
2021.04.19	09:44:00	179498	179535	179439	179469	16056	56599	1
2021.04.19	09:48:00	179469	179558	179469	179498	15944	60167	1
2021.04.19	09:52:00	179498	179528	179425	179469	15074	52987	1
2021.04.19	09:56:00	179476	179521	179439	179439	9936	35249	1
2021.04.19	10:00:00	179447	179469	179255	179292	60937	213206	1
2021.04.19	10:04:00	179292	179329	179107	179151	49572	170079	1
2021.04.19	10:08:00	179159	179262	179129	179181	38084	138998	1
2021.04.19	10:12:00	179181	179314	179122	179151	37662	135746	1
2021.04.19	10:16:00	179151	179454	179070	179380	57470	197872	1
2021.04.19	10:20:00	179380	179439	179159	179211	44827	156776	1
2021.04.19	10:24:00	179211	179321	179137	179174	34952	119289	1
2021.04.19	10:28:00	179174	179203	178982	179085	59678	227775	1
2021.04.19	10:32:00	179078	179506	179048	179484	69961	252361	1
2021.04.19	10:36:00	179484	179705	179410	179676	61328	229099	1
2021.04.19	10:40:00	179668	179705	179299	179410	76621	276832	1
2021.04.19	10:44:00	179417	179432	179144	179233	56669	213205	1
2021.04.19	10:48:00	179240	179543	179188	179476	47801	167595	1
2021.04.19	10:52:00	179484	179594	179240	179277	48616	175078	1
2021.04.19	10:56:00	179270	179454	179255	179307	33110	127155	1
2021.04.19	11:00:00	179307	179380	178886	178960	66066	248238	1
2021.04.19	11:04:00	178952	179078	178804	178841	70946	270337	1
2021.04.19	11:08:00	178841	178996	178790	178967	39883	163481	1
2021.04.19	11:12:00	178967	179166	178937	179019	50178	194932	1
2021.04.19	11:16:00	179019	179277	179011	179255	43140	160951	1
2021.04.19	11:20:00	179262	179558	179240	179476	60160	259613	1
2021.04.19	11:24:00	179476	179543	179358	179454	42162	180410	1
2021.04.19	11:28:00	179454	180074	179432	180000	90156	385400	1
2021.04.19	11:32:00	180008	180119	179978	179993	33550	136028	1
2021.04.19	11:36:00	179993	180229	179949	179956	50468	203816	1
2021.04.19	11:40:00	179956	180015	179816	179868	41673	177012	1
2021.04.19	11:44:00	179860	179882	179705	179772	37081	167428	1
2021.04.19	11:48:00	179779	179971	179720	179816	41186	174711	1
2021.04.19	11:52:00	179816	179838	179676	179727	28653	141275	1
2021.04.19	11:56:00	179727	179735	179572	179580	29873	127355	1
2021.04.19	12:00:00	179580	179779	179432	179727	58370	242266	1
2021.04.19	12:04:00	179727	180067	179594	180045	52731	221171	1
2021.04.19	12:08:00	180045	180274	179986	180170	57619	249926	1
2021.04.19	12:12:00	180170	180170	179949	180008	32124	141486	1
2021.04.19	12:16:00	180000	180089	179897	180067	31596	138273	1
2021.04.19	12:20:00	180067	180222	179971	180170	30600	130845	1
2021.04.19	12:24:00	180163	180650	180141	180606	67455	278782	1
2021.04.19	12:28:00	180606	180790	180598	180694	43225	176133	1
2021.04.19	12:32:00	180694	180835	180628	180709	31353	128895	1
2021.04.19	12:36:00	180709	180709	180547	180613	22818	91525	1
2021.04.19	12:40:00	180606	180702	180355	180362	32032	117149	1
2021.04.19	12:44:00	180362	180377	180229	180281	28539	112758	1
2021.04.19	12:48:00	180274	180480	180229	180414	28820	111319	1
2021.04.19	12:52:00	180399	180429	180340	180384	15560	68826	1
2021.04.19	12:56:00	180377	180429	180311	180384	16604	69849	1
2021.04.19	13:00:00	180384	180473	180192	180443	34679	142266	1
2021.04.19	13:04:00	180436	180502	180362	180421	19881	75238	1
2021.04.19	13:08:00	180421	180569	180399	180414	26487	97066	1
2021.04.19	13:12:00	180421	180421	180259	180325	20996	76316	1
2021.04.19	13:16:00	180318	180665	180318	180488	31917	121146	1
2021.04.19	13:20:00	180488	180525	180384	180436	14756	53464	1
2021.04.19	13:24:00	180429	180436	180288	180303	15105	57033	1
2021.04.19	13:28:00	180303	180318	179809	179934	53111	199033	1
2021.04.19	13:32:00	179941	180030	179912	179927	23238	89060	1
2021.04.19	13:36:00	179927	180045	179823	179838	23944	97409	1
2021.04.19	13:40:00	179838	179868	179720	179772	31050	129612	1
2021.04.19	13:44:00	179772	179838	179580	179676	34219	138913	1
2021.04.19	13:48:00	179676	179757	179587	179735	24067	94314	1
2021.04.19	13:52:00	179742	179897	179698	179772	31734	129239	1
2021.04.19	13:56:00	179772	179860	179735	179831	15006	57013	1
2021.04.19	14:00:00	179823	179927	179786	179919	18066	70746	1
2021.04.19	14:04:00	179912	180037	179853	179919	28565	121147	1
2021.04.19	14:08:00	179927	179956	179838	179875	20024	83914	1
2021.04.19	14:12:00	179868	180067	179809	179904	32624	119381	1
2021.04.19	14:16:00	179912	179986	179868	179934	13358	49553	1
2021.04.19	14:20:00	179934	180023	179897	179971	17864	64439	1
2021.04.19	14:24:00	179971	180008	179868	179971	19277	76456	1
2021.04.19	14:28:00	179964	180096	179934	179956	25777	99918	1
2021.04.19	14:32:00	179956	180178	179949	180155	33419	117825	1
2021.04.19	14:36:00	180163	180296	180082	180170	34703	121050	1
2021.04.19	14:40:00	180170	180237	180008	180089	26213	93814	1
2021.04.19	14:44:00	180089	180141	180015	180052	15433	56139	1
2021.04.19	14:48:00	180052	180082	180008	180060	11862	48903	1
2021.04.19	14:52:00	180052	180089	179868	180045	30676	119659	1
2021.04.19	14:56:00	180052	180111	179934	180023	18698	70428	1
2021.04.19	15:00:00	180015	180170	179978	180045	24361	91180	1
2021.04.19	15:04:00	180045	180104	179934	179978	19522	73151	1
2021.04.19	15:08:00	179971	180119	179875	180082	24326	91825	1
2021.04.19	15:12:00	180082	180200	180037	180148	23697	89102	1
2021.04.19	15:16:00	180148	180274	180052	180215	26686	99646	1
2021.04.19	15:20:00	180207	180665	180192	180547	54901	209185	1
2021.04.19	15:24:00	180554	180613	180407	180414	26505	96110	1
2021.04.19	15:28:00	180407	180436	180155	180170	34303	134019	1
2021.04.19	15:32:00	180170	180178	180000	180060	31955	131937	1
2021.04.19	15:36:00	180060	180096	179794	179823	37778	162963	1
2021.04.19	15:40:00	179831	180000	179735	179949	33411	131580	1
2021.04.19	15:44:00	179949	179949	179794	179794	20206	82343	1
2021.04.19	15:48:00	179794	179949	179786	179860	21229	90470	1
2021.04.19	15:52:00	179860	180000	179838	179978	21014	89069	1
2021.04.19	15:56:00	179978	180037	179912	179956	18527	75988	1
2021.04.19	16:00:00	179956	180060	179875	179964	21151	82719	1
2021.04.19	16:04:00	179964	179993	179764	179860	31821	127561	1
2021.04.19	16:08:00	179860	179941	179727	179897	23775	91426	1
2021.04.19	16:12:00	179897	179949	179698	179720	22226	87146	1
2021.04.19	16:16:00	179720	179823	179528	179587	36400	146024	1
2021.04.19	16:20:00	179587	179594	179255	179358	48929	192514	1
2021.04.19	16:24:00	179358	179388	178864	178967	54773	247460	1
2021.04.19	16:28:00	178960	179004	178731	178952	55052	249651	1
2021.04.19	16:32:00	178952	179115	178886	179085	27435	120310	1
2021.04.19	16:36:00	179085	179174	179041	179137	22156	99536	1
2021.04.19	16:40:00	179144	179299	179085	179262	24734	104397	1
2021.04.19	16:44:00	179262	179417	179247	179366	26838	108748	1
2021.04.19	16:48:00	179358	179439	179307	179388	22713	102868	1
2021.04.19	16:52:00	179395	179454	179314	179358	16655	75004	1
2021.04.19	16:56:00	179351	179380	179284	179358	16322	70799	1
2021.04.19	17:00:00	179358	179395	179048	179211	27398	109464	1
2021.04.19	17:04:00	179203	179218	179107	179115	10832	46315	1
2021.04.19	17:08:00	179115	179188	179107	179174	7705	31793	1
2021.04.19	17:12:00	179174	179188	179115	179174	5919	26288	1
2021.04.19	17:16:00	179174	179262	179166	179233	10209	38723	1
2021.04.19	17:20:00	179240	179255	179122	179159	8045	32784	1
2021.04.19	17:24:00	179166	179196	179092	179107	8392	34065	1
2021.04.19	17:28:00	179100	179174	179100	179137	8122	31290	1
