<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.08.16	116.18	116.18	114.21	114.63	112179	9791642	1
2021.08.17	114.30	114.60	111.89	113.35	135374	13292071	1
2021.08.18	113.06	114.36	112.06	112.06	126259	14236488	1
2021.08.19	110.82	113.17	110.00	112.85	130181	12328384	1
2021.08.20	111.49	113.87	111.37	113.65	86065	7583211	1
2021.08.23	113.65	113.94	112.59	113.05	54657	4762182	1
2021.08.24	114.55	115.89	114.24	115.63	69258	6919108	1
2021.08.25	115.11	116.14	114.66	116.14	52229	4818302	1
2021.08.26	115.66	116.25	114.07	114.07	51861	6585953	1
2021.08.27	114.65	116.18	114.51	116.18	124573	4813849	1
2021.08.30	115.75	115.82	114.79	115.08	64398	5991479	1
2021.08.31	114.98	115.57	113.35	114.08	81865	5871883	1
2021.09.01	114.15	115.45	113.55	114.80	65359	5198027	1
2021.09.02	114.14	114.14	112.11	112.15	70975	5823202	1
2021.09.03	113.01	113.21	111.23	112.09	79640	8596656	1
2021.09.06	112.00	113.61	111.73	113.48	37558	5936640	1
2021.09.08	113.19	113.27	108.82	109.08	101530	16062814	1
2021.09.09	109.55	112.22	108.10	111.51	104087	13771403	1
2021.09.10	112.30	112.45	109.88	109.88	139889	13873544	1
2021.09.13	111.68	112.65	111.05	112.12	103024	8031756	1
2021.09.14	112.02	112.83	111.41	111.70	47699	7813712	1
2021.09.15	111.74	111.74	110.32	110.68	76369	7202755	1
2021.09.16	109.77	110.12	109.04	109.44	69448	7889034	1
2021.09.17	109.18	109.18	106.92	107.14	70495	9210344	1
2021.09.20	105.25	105.66	103.44	104.77	121978	15855983	1
2021.09.21	105.30	106.71	104.77	105.77	93868	12488489	1
2021.09.22	107.60	109.00	107.47	107.99	103609	14978950	1
2021.09.23	108.27	109.99	108.12	109.60	98329	12509182	1
2021.09.24	108.61	109.19	108.13	109.03	80839	7895105	1
2021.09.27	108.93	110.40	107.85	108.89	83460	9016862	1
2021.09.28	108.57	108.82	105.71	105.83	106418	10842106	1
2021.09.29	106.88	107.74	106.13	106.83	52623	7332939	1
2021.09.30	107.35	108.05	106.43	106.49	107915	9052723	1
2021.10.01	107.01	108.70	106.95	108.49	80033	8021491	1
2021.10.04	107.51	107.52	105.74	106.18	72396	6656044	1
2021.10.05	106.23	107.48	105.81	106.12	92071	11274817	1
2021.10.06	104.71	106.43	103.97	106.37	88343	13111977	1
2021.10.07	106.73	107.20	106.27	106.42	76013	8619646	1
2021.10.08	107.82	110.05	107.62	108.39	81503	6579778	1
2021.10.11	108.66	109.60	107.75	107.75	70005	5309639	1
2021.10.13	108.03	109.86	107.68	109.24	103221	9431902	1
2021.10.14	109.45	109.45	108.32	108.97	80404	6562055	1
2021.10.15	109.05	110.37	108.67	110.22	90444	10723495	1
2021.10.18	108.80	110.53	108.42	109.95	119634	7640866	1
2021.10.19	108.33	108.87	105.72	106.80	248913	18754445	1
2021.10.20	107.19	107.78	105.90	106.40	201894	9991735	1
2021.10.21	104.49	105.31	101.62	103.65	323036	15082743	1
2021.10.22	102.46	103.77	98.88	102.33	159018	27094189	1
2021.10.25	103.74	105.24	102.96	104.55	269623	23253136	1
2021.10.26	103.37	103.64	102.20	102.25	184467	11078150	1
2021.10.27	103.15	104.13	101.96	102.40	238458	9458647	1
2021.10.28	101.84	103.20	100.61	100.61	164989	7568586	1
2021.10.29	101.99	102.04	99.47	99.68	205738	10625662	1
2021.11.01	100.76	102.07	100.41	101.52	394843	11154801	1
2021.11.03	100.80	102.82	100.14	102.00	196219	15580491	1
2021.11.04	101.52	101.52	98.87	99.65	171415	14733164	1
2021.11.05	100.50	101.57	100.38	100.81	171019	7111657	1
2021.11.08	100.12	101.75	100.10	100.83	166233	7156498	1
2021.11.09	100.98	102.63	100.95	101.39	162115	9319101	1
2021.11.10	101.26	103.29	101.06	102.02	171301	9346699	1
2021.11.11	103.54	104.50	103.23	103.55	146024	12871446	1
2021.11.12	103.30	103.87	101.73	102.13	70854	7567624	1
2021.11.16	102.73	102.85	100.12	100.36	97106	9476596	1
2021.11.17	101.50	101.54	98.50	99.25	83185	8639990	1
2021.11.18	99.37	99.87	98.14	98.65	127576	10517617	1
2021.11.19	98.79	100.02	98.34	99.27	92183	8388185	1
2021.11.22	99.53	100.65	98.23	98.24	108685	8716382	1
2021.11.23	99.17	100.00	97.88	100.00	143231	12459671	1
2021.11.24	99.14	101.17	98.51	100.66	93968	15892051	1
2021.11.25	101.01	102.46	100.77	101.99	68052	8605230	1
2021.11.26	99.39	99.39	97.60	98.39	121666	10402486	1
