<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.07.10	09:00:00	360980.55	361661.26	354309.60	356828.22	13704	16777	1
2024.07.10	10:00:00	356828.22	357667.77	353991.93	355739.09	15284	18360	1
2024.07.10	11:00:00	355761.78	356487.87	353991.93	355285.28	10565	12775	1
2024.07.10	12:00:00	355330.66	357350.10	354060.00	355466.80	10239	12982	1
2024.07.10	13:00:00	355512.18	357781.22	355058.38	356669.39	8710	11316	1
2024.07.10	14:00:00	356669.39	357032.44	355103.76	355829.85	7211	9068	1
2024.07.10	15:00:00	355852.54	356669.39	354332.29	355489.49	7139	8831	1
2024.07.10	16:00:00	355466.80	355580.25	353787.72	354559.19	6300	8265	1
2024.07.10	17:00:00	354604.57	355602.95	353447.36	354718.02	4442	6055	1
2024.07.10	18:00:00	354718.02	355103.76	352925.49	353606.20	982	1116	1
2024.07.11	09:00:00	362273.90	366131.26	360935.17	362705.02	13407	15415	1
2024.07.11	10:00:00	362682.33	364293.34	359165.33	361502.43	14285	16892	1
2024.07.11	11:00:00	361525.12	361978.93	356124.82	357327.41	13828	16711	1
2024.07.11	12:00:00	357350.10	359596.44	354604.57	355421.42	11129	13195	1
2024.07.11	13:00:00	355421.42	358507.31	354286.91	357871.98	9081	11013	1
2024.07.11	14:00:00	357871.98	359982.18	357440.86	358666.14	7835	9543	1
2024.07.11	15:00:00	358666.14	359846.04	358030.81	358666.14	6961	8757	1
2024.07.11	16:00:00	358643.45	358847.66	355829.85	356056.75	7942	9710	1
2024.07.11	17:00:00	355943.30	357282.03	354899.54	356102.13	5809	7247	1
2024.07.11	18:00:00	355875.23	357123.20	355671.02	355784.47	731	838	1
2024.07.12	09:00:00	354286.91	355739.09	353084.32	355557.56	9829	10908	1
2024.07.12	10:00:00	355534.87	361207.46	355262.59	360322.53	16223	19563	1
2024.07.12	11:00:00	360209.08	361071.32	358779.59	360095.63	9704	11411	1
2024.07.12	12:00:00	360095.63	362387.36	359573.75	361820.10	8196	9886	1
2024.07.12	13:00:00	361933.55	362931.92	359936.80	360572.13	7418	9014	1
2024.07.12	14:00:00	360549.44	361706.65	359596.44	360027.56	6953	8444	1
2024.07.12	15:00:00	360050.25	362591.57	359414.92	361252.84	9106	11454	1
2024.07.12	16:00:00	361252.84	361683.96	356238.27	356828.22	10942	14130	1
2024.07.12	17:00:00	356828.22	357236.65	354241.52	356170.20	9399	12095	1
2024.07.12	18:00:00	356283.66	357599.69	356192.89	357463.55	1098	1367	1
2024.07.15	09:00:00	379359.73	391340.22	379359.73	389956.11	8194	9597	1
2024.07.15	10:00:00	389933.42	391907.48	388708.15	391181.39	12163	14793	1
2024.07.15	11:00:00	391204.08	392678.95	390341.85	392565.50	8522	10565	1
2024.07.15	12:00:00	392610.88	393268.90	390024.18	390818.35	9551	12268	1
2024.07.15	13:00:00	390818.35	394902.61	389683.83	393700.02	10692	13818	1
2024.07.15	14:00:00	393722.71	396014.43	392179.77	392202.46	10920	14264	1
2024.07.15	15:00:00	392293.22	394970.68	391794.03	393972.30	9078	11621	1
2024.07.15	16:00:00	393972.30	395855.60	392928.55	394153.83	12039	15754	1
2024.07.15	17:00:00	394221.90	395152.20	393110.07	394675.70	4497	5697	1
2024.07.15	18:00:00	394675.70	396967.43	394539.56	396604.38	1130	1388	1
2024.07.16	09:00:00	395379.10	397398.54	393972.30	394970.68	10835	12734	1
2024.07.16	10:00:00	394925.30	395356.41	391113.32	391385.60	13698	16282	1
2024.07.16	11:00:00	391340.22	394199.21	389502.31	393904.23	14746	17820	1
2024.07.16	12:00:00	393881.54	402730.77	393541.19	402095.44	17323	22241	1
2024.07.16	13:00:00	402027.37	404750.21	399417.98	400779.40	15865	21626	1
2024.07.16	14:00:00	400734.02	400847.47	398510.37	399781.03	9935	12639	1
2024.07.16	15:00:00	399758.34	401301.28	398737.27	401074.38	8588	10965	1
2024.07.16	16:00:00	401006.31	403479.55	400053.31	403229.96	12988	17597	1
2024.07.16	17:00:00	403139.20	403456.86	399962.55	400665.95	7016	9424	1
2024.07.16	18:00:00	400529.81	401119.76	398986.87	398986.87	1251	1470	1
2024.07.17	09:00:00	400007.93	403093.82	399690.27	402004.68	9588	11417	1
2024.07.17	10:00:00	402095.44	406157.01	401868.54	405408.23	15687	18373	1
2024.07.17	11:00:00	405362.85	406043.56	402889.61	404682.14	12589	15355	1
2024.07.17	12:00:00	404682.14	407404.98	403298.03	404182.95	11570	14484	1
2024.07.17	13:00:00	404182.95	404659.45	399327.22	401301.28	13885	17528	1
2024.07.17	14:00:00	401233.21	401891.23	399009.56	400960.93	8314	10651	1
2024.07.17	15:00:00	400892.86	403252.65	400620.57	403139.20	6844	8602	1
2024.07.17	16:00:00	403139.20	404455.24	402526.56	403298.03	8116	10518	1
2024.07.17	17:00:00	403275.34	403774.53	402322.35	402503.87	3679	4641	1
2024.07.17	18:00:00	402413.11	403003.06	401482.80	402957.68	1225	1479	1
2024.07.18	09:00:00	404455.24	409197.52	404205.64	408789.09	10014	11422	1
2024.07.18	10:00:00	408766.40	411103.51	406383.92	407200.77	14810	18155	1
2024.07.18	11:00:00	407200.77	408403.36	402390.42	403978.74	14583	17509	1
2024.07.18	12:00:00	403933.36	404228.33	400189.46	400870.17	12482	15537	1
2024.07.18	13:00:00	400870.17	404840.97	399486.05	404840.97	8860	11699	1
2024.07.18	14:00:00	404772.90	405362.85	402345.04	402685.39	8155	10420	1
2024.07.18	15:00:00	402685.39	404477.93	401755.09	403003.06	9381	12088	1
2024.07.18	16:00:00	402957.68	405317.47	401460.11	404228.33	10935	14448	1
2024.07.18	17:00:00	404205.64	404546.00	401709.71	402957.68	4613	6203	1
2024.07.18	18:00:00	402957.68	403865.29	402390.42	403502.24	574	705	1
2024.07.19	09:00:00	400484.43	407382.29	400484.43	407132.70	4290	5562	1
2024.07.19	10:00:00	407087.32	412601.07	404069.50	411126.20	7587	9334	1
