<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.06.22	09:00:00	123.76	124.61	122.90	123.14	12526	1628635	1
2021.06.22	12:00:00	123.14	123.62	123.04	123.22	53229	1307785	1
2021.06.22	15:00:00	123.23	124.08	123.08	123.82	40907	1631151	1
2021.06.23	09:00:00	123.82	124.95	123.82	124.64	6636	1040259	1
2021.06.23	12:00:00	124.64	124.79	123.51	123.82	61385	2064457	1
2021.06.23	15:00:00	123.82	123.86	123.25	123.54	27081	1827265	1
2021.06.24	09:00:00	124.74	124.74	123.92	124.22	17325	1486718	1
2021.06.24	12:00:00	124.21	124.60	123.91	124.53	17170	1319377	1
2021.06.24	15:00:00	124.51	124.62	124.02	124.53	9911	896714	1
2021.06.25	09:00:00	124.93	124.93	123.97	124.00	10572	1187904	1
2021.06.25	12:00:00	123.98	124.04	122.87	123.11	25519	1680353	1
2021.06.25	15:00:00	123.12	123.24	121.76	122.50	35695	2385001	1
2021.06.28	09:00:00	122.57	123.22	121.81	122.03	11880	2282646	1
2021.06.28	12:00:00	122.03	122.58	121.80	122.49	14517	1338238	1
2021.06.28	15:00:00	122.49	122.70	122.15	122.45	17338	2315781	1
2021.06.29	09:00:00	122.55	122.59	121.33	121.84	10463	1565825	1
2021.06.29	12:00:00	121.84	122.27	121.60	122.01	19782	2042855	1
2021.06.29	15:00:00	122.01	122.50	121.77	122.31	20356	1666939	1
2021.06.30	09:00:00	121.87	122.31	121.49	121.67	20522	1157248	1
2021.06.30	12:00:00	121.66	122.34	121.34	121.90	39469	1518292	1
2021.06.30	15:00:00	121.89	122.21	121.70	121.81	31358	1743671	1
2021.07.01	09:00:00	122.12	122.29	120.70	121.08	18933	1807653	1
2021.07.01	12:00:00	121.08	121.18	120.23	120.28	30181	2510446	1
2021.07.01	15:00:00	120.28	120.85	120.20	120.73	41263	2122353	1
2021.07.02	09:00:00	121.71	122.18	121.22	122.04	16081	2442700	1
2021.07.02	12:00:00	122.04	122.62	122.00	122.55	16429	2006122	1
2021.07.02	15:00:00	122.55	122.86	122.50	122.78	19825	2347070	1
2021.07.05	09:00:00	122.58	122.58	121.66	122.04	5644	1009311	1
2021.07.05	12:00:00	122.04	122.47	122.00	122.13	15547	1479955	1
2021.07.05	15:00:00	122.12	122.39	121.78	121.97	29348	1947790	1
2021.07.06	09:00:00	121.50	121.56	120.47	120.51	12238	1346693	1
2021.07.06	12:00:00	120.50	120.97	120.29	120.46	24116	2344344	1
2021.07.06	15:00:00	120.47	120.47	120.05	120.30	26027	2045225	1
2021.07.07	09:00:00	121.50	121.60	120.43	120.90	10837	1093602	1
2021.07.07	12:00:00	120.94	122.09	120.90	122.06	18386	1348087	1
2021.07.07	15:00:00	122.06	122.37	121.92	122.28	18395	1992291	1
2021.07.08	09:00:00	120.03	120.60	119.55	120.09	8563	2018445	1
