<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.09.20	5297.576	5323.710	5279.609	5320.988	680317	2786369	1
2023.09.21	5337.866	5385.234	5332.422	5382.512	735235	3145168	1
2023.09.22	5357.467	5381.967	5344.944	5379.790	580214	2440948	1
2023.09.25	5389.045	5420.624	5379.790	5414.090	586090	2348614	1
2023.09.26	5419.535	5440.224	5394.490	5433.147	770297	3233990	1
2023.09.27	5430.424	5531.149	5430.424	5492.492	945803	4305063	1
2023.09.28	5488.137	5521.349	5461.458	5482.148	921743	3806231	1
2023.09.29	5459.393	5479.439	5427.971	5479.439	817863	3506045	1
2023.10.02	5513.028	5526.031	5479.981	5507.611	762985	3177140	1
2023.10.03	5524.947	5626.258	5515.196	5620.840	1072321	4537192	1
2023.10.04	5593.210	5631.134	5572.081	5605.129	1002944	4033802	1
2023.10.05	5618.131	5640.886	5599.170	5618.131	881824	3318372	1
2023.10.06	5614.339	5674.475	5591.585	5594.294	1079881	4034020	1
2023.10.09	5625.716	5633.843	5567.205	5582.917	724009	2688711	1
2023.10.10	5585.625	5587.792	5485.940	5494.608	863775	3459033	1
2023.10.11	5480.522	5511.403	5464.811	5486.482	857138	3325354	1
2023.10.13	5504.902	5543.367	5481.064	5518.446	745945	2844897	1
2023.10.16	5489.191	5508.694	5465.895	5474.021	663505	2451315	1
2023.10.17	5482.689	5500.568	5439.348	5474.563	868440	3455006	1
2023.10.18	5488.107	5509.778	5458.852	5493.525	806506	3267460	1
2023.10.19	5511.945	5518.988	5449.100	5499.484	998424	3900427	1
2023.10.20	5489.732	5533.616	5453.434	5461.019	874257	3335298	1
2023.10.23	5477.272	5483.231	5419.844	5440.432	828772	3428708	1
2023.10.24	5440.432	5456.143	5411.176	5416.052	845756	3419480	1
2023.10.25	5419.844	5442.599	5406.842	5415.510	761853	3054255	1
2023.10.26	5423.637	5442.057	5406.842	5406.842	785658	3320439	1
2023.10.27	5406.842	5440.973	5344.539	5437.723	887496	4030488	1
2023.10.30	5412.260	5483.231	5388.422	5471.854	964291	3732268	1
2023.10.31	5450.786	5498.325	5431.878	5461.050	809611	3386187	1
2023.11.01	5460.510	5471.314	5369.213	5370.834	955973	3743802	1
2023.11.03	5349.765	5349.765	5285.479	5313.571	775619	2789263	1
2023.11.06	5303.847	5322.754	5289.261	5294.663	661745	2330280	1
2023.11.07	5314.651	5318.973	5263.331	5277.916	699586	2884209	1
2023.11.08	5294.663	5325.996	5275.755	5318.433	697348	2647776	1
2023.11.09	5317.352	5358.409	5298.985	5344.903	754039	2849545	1
2023.11.10	5342.742	5365.431	5307.088	5308.168	634652	2318679	1
2023.11.13	5315.732	5350.846	5310.870	5313.030	555843	2230199	1
2023.11.14	5302.766	5311.410	5247.124	5268.192	689878	2774576	1
2023.11.16	5263.331	5288.721	5234.699	5262.250	704545	2733629	1
2023.11.17	5253.066	5314.111	5248.745	5307.088	691990	2831052	1
2023.11.20	5295.203	5306.008	5241.722	5245.503	523205	2175044	1
2023.11.21	5247.124	5306.548	5237.400	5297.904	704564	2627248	1
2023.11.22	5298.985	5320.053	5274.135	5305.467	754274	2889447	1
2023.11.23	5298.445	5308.168	5283.859	5304.927	353543	1307835	1
2023.11.24	5297.904	5303.307	5277.916	5293.583	514108	1936289	1
2023.11.27	5296.284	5318.973	5264.951	5292.502	668043	2776596	1
2023.11.28	5292.502	5304.387	5249.285	5263.871	804102	3169873	1
2023.11.29	5266.032	5301.686	5255.767	5299.525	740610	2814810	1
2023.11.30	5312.997	5345.870	5311.920	5328.087	791977	3129518	1
2023.12.01	5308.686	5335.092	5261.263	5274.736	755289	2945138	1
2023.12.04	5288.747	5352.337	5283.897	5340.481	613614	2377794	1
2023.12.05	5350.181	5366.348	5317.848	5325.392	813804	2973340	1
