<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.04.19	09:00:00	179395	180229	178790	179580	1894851	7071827	1
2021.04.19	12:00:00	179580	180835	179432	180023	1296195	5149697	1
2021.04.19	15:00:00	180015	180665	178731	179166	1000981	4090718	1
2021.04.20	09:00:00	178509	179786	178266	178664	1986951	7648720	1
2021.04.20	12:00:00	178672	178878	177564	178214	1298634	5342624	1
2021.04.20	15:00:00	178214	178435	177557	177579	825067	3349926	1
2021.04.22	09:00:00	178325	179336	177195	178081	2139853	7877780	1
2021.04.22	12:00:00	178081	178686	176627	177262	1588263	6311459	1
2021.04.22	15:00:00	177262	177800	176612	177557	1002032	3991497	1
2021.04.23	09:00:00	178214	179115	177771	177933	2180263	7461142	1
2021.04.23	12:00:00	177941	178649	177623	178162	1133372	4034406	1
2021.04.23	15:00:00	178162	179033	177992	178982	742358	2702540	1
2021.04.26	09:00:00	179336	179764	178694	179092	1969352	6762678	1
2021.04.26	12:00:00	179100	179299	178044	178391	1126264	4127583	1
2021.04.26	15:00:00	178391	179092	177394	179085	902128	3434640	1
2021.04.27	09:00:00	179100	179454	177970	178229	1847912	7144682	1
2021.04.27	12:00:00	178229	178236	176678	176870	1301702	5356774	1
2021.04.27	15:00:00	176863	177003	175940	175999	914825	3868256	1
2021.04.28	09:00:00	176605	178502	176479	178428	1610373	5963751	1
2021.04.28	12:00:00	178428	179284	178332	178960	1078029	4198071	1
2021.04.28	15:00:00	178974	180119	178775	180074	995524	4197077	1
2021.04.29	09:00:00	179698	180207	178022	178199	1965773	7484690	1
2021.04.29	12:00:00	178199	178207	177298	178199	1262068	5416401	1
2021.04.29	15:00:00	178199	178317	177431	177572	885005	3750766	1
2021.04.30	09:00:00	177232	177867	176221	176767	2064468	7729676	1
2021.04.30	12:00:00	176767	177749	176464	176841	1375632	5587661	1
2021.04.30	15:00:00	176841	177978	175564	175785	1202524	4886041	1
2021.05.03	09:00:00	176885	177675	175888	177143	1997697	7162344	1
2021.05.03	12:00:00	177151	177195	175431	176095	1219670	4970857	1
2021.05.03	15:00:00	176088	177158	175940	176479	982364	4018358	1
2021.05.04	09:00:00	176088	176737	174633	174759	2184046	8099195	1
2021.05.04	12:00:00	174751	175778	174537	174811	1435519	5694696	1
2021.05.04	15:00:00	174818	174995	174102	174493	890698	3731753	1
